path,sha256,kind,api_version,namespace,name,parse_status,parse_error,spec_keys,test_nodes,risk_flags,shape_issues,placeholder_count
raw_yaml\PodChaos\4605e3b65ea865f6483c65b8.yaml,dee3593942cf0e8dd1834f3f118a1b51a378afb4cb3f331dcaca29cf012b4b24,PodChaos,chaos-mesh.org/v1alpha1,swiftguard,database-pod-kill,valid_map,,"[""action"", ""gracePeriod"", ""mode"", ""scheduler"", ""selector""]","[""pod_pod-kill"", ""selector""]","[""temporal_or_composite""]",[],0
raw_yaml\PodChaos\489169ab6a6148e024ee97c2.yaml,0848b5418509c4c5fda9aa53f57e626891a0524b1e0e2823d2f2e20304116fe2,PodChaos,chaos-mesh.org/v1alpha1,ai-testops,kafka-pod-failure,valid_map,,"[""action"", ""duration"", ""mode"", ""selector""]","[""pod_pod-failure"", ""selector""]",[],[],0
raw_yaml\PodChaos\4905941b4b60275b00a912c7.yaml,4a57cfcd3a36fcb03b623ffccabb53f980d9ab1a255964979acf69684ef7ec65,PodChaos,chaos-mesh.org/v1alpha1,his-hope,pod-kill-every-6h,valid_map,,"[""action"", ""duration"", ""gracePeriod"", ""mode"", ""scheduler"", ""selector""]","[""pod_pod-kill"", ""selector""]","[""temporal_or_composite""]",[],0
raw_yaml\PodChaos\4939f9a05df7a54b880c3c17.yaml,8df3cbfc4e5fa7a7030224e3001ac7ffd27b1f268e8a504396909bd1c7d179a9,PodChaos,chaos-mesh.org/v1alpha1,techlab,v01,valid_map,,"[""action"", ""duration"", ""mode"", ""selector""]","[""pod_pod-failure"", ""selector""]","[""namespace_or_selector_blast_radius""]",[],0
raw_yaml\PodChaos\4948c9560c512491421ce2c4.yaml,65328e570275d9439a5f966db6f7a2fdc57d524a100d2ee8e837073d535e198b,PodChaos,chaos-mesh.org/v1alpha1,default,brain-storm-pod-failure,valid_map,,"[""action"", ""duration"", ""mode"", ""scheduler"", ""selector"", ""value""]","[""pod_pod-failure"", ""selector""]","[""temporal_or_composite""]",[],0
raw_yaml\PodChaos\4a42571b690a53dbe4ecf284.yaml,f83ce01242146f3ad16ebf2ba824bf14d34ba40987d8961ada33b15027193389,PodChaos,chaos-mesh.org/v1alpha1,chaos-experiments,template-pod-restart,valid_map,,"[""action"", ""duration"", ""gracePeriod"", ""mode"", ""selector""]","[""pod_pod-kill"", ""selector""]",[],[],0
raw_yaml\PodChaos\4abc1b32554bc62fed169dbc.yaml,1b867b73e7a56c32be99d620cb3532900d338f03724611825d784a2b79807fcc,PodChaos,chaos-mesh.org/v1alpha1,starcoin-chaos,pod-kill,valid_map,,"[""action"", ""mode"", ""scheduler"", ""selector""]","[""pod_pod-kill"", ""selector""]","[""temporal_or_composite""]",[],0
raw_yaml\PodChaos\4b75afe18a216904cdffc9f1.yaml,9a659a1930d56e546eb7b4eaa015478f33b47ba4d3685910a6d65a86c93d9610,PodChaos,chaos-mesh.org/v1alpha1,swiftguard,backend-pod-failure,valid_map,,"[""action"", ""duration"", ""mode"", ""scheduler"", ""selector""]","[""pod_pod-failure"", ""selector""]","[""temporal_or_composite""]",[],0
raw_yaml\PodChaos\4bc350ce3d9f05086f873b5d.yaml,9cd1b195b84f2a766c22671b570b6b234f909133f5f192c931142b34fd0d1eb1,PodChaos,chaos-mesh.org/v1alpha1,sock-shop,pf-carts-r01-pod-failure,valid_map,,"[""action"", ""duration"", ""mode"", ""selector""]","[""pod_pod-failure"", ""selector""]",[],[],0
raw_yaml\PodChaos\4bdc4328960521770d8578d8.yaml,86d68dacc374560094a963ba1f8c508fbbe7219098dfde197364d7f85646da53,PodChaos,chaos-mesh.org/v1alpha1,vibe-coding,device-registry-skill-f01-pod-kill,valid_map,,"[""action"", ""mode"", ""selector""]","[""pod_pod-kill"", ""selector""]",[],[],0
raw_yaml\PodChaos\4c68a870fcc290f6ee588d8f.yaml,79bf04d989e48e7fe2e09abc8d2ba3965ec5820c4d8a4c83326289754a2a01ef,PodChaos,chaos-mesh.org/v1alpha1,judgex,nsqd-pod-failure,valid_map,,"[""action"", ""duration"", ""mode"", ""selector""]","[""pod_pod-failure"", ""selector""]",[],[],0
raw_yaml\PodChaos\4d8ad3aa85c5ce6ca92456ab.yaml,54b7782baa8c3914788ce737ea04361d86503c8037e205a2343d0985ac422f03,PodChaos,chaos-mesh.org/v1alpha1,sentinel-system,rolling-restart-control-api,valid_map,,"[""action"", ""duration"", ""mode"", ""selector""]","[""pod_pod-kill"", ""selector""]","[""namespace_or_selector_blast_radius""]",[],0
raw_yaml\PodChaos\4f3d95114d8824c33ab8d183.yaml,278efcd3fd36a3a166b0dc5f68b27e38c8aeb0b021e5d0449f1a69ebadf7cdfb,PodChaos,chaos-mesh.org/v1alpha1,agents-staging,aiflow-pod-failure,valid_map,,"[""action"", ""duration"", ""mode"", ""scheduler"", ""selector""]","[""pod_pod-failure"", ""selector""]","[""temporal_or_composite""]",[],0
raw_yaml\PodChaos\51e6e1ec9e6c9debfd2515c8.yaml,92e9c8d79348517d5d85b7bdc36fd5cb204924ec45e2e305b2ee842488ac680d,PodChaos,chaos-mesh.org/v1alpha1,,pod-kill-nginx,valid_map,,"[""action"", ""duration"", ""mode"", ""scheduler"", ""selector""]","[""pod_pod-kill"", ""selector""]","[""temporal_or_composite""]",[],0
raw_yaml\PodChaos\523d1e52d6af0eb54b573d81.yaml,2d4cad78c27602a7006999cf6defc419252e95b147a0438738194b4cb4a1cad0,PodChaos,chaos-mesh.org/v1alpha1,cardapio,pod-kill-api,valid_map,,"[""action"", ""mode"", ""selector""]","[""pod_pod-kill"", ""selector""]",[],[],0
raw_yaml\PodChaos\528a57cc60ca386a83ded27f.yaml,c8ce732a4408fe468267f04465293e28310e2e91eca0311c24a281ce0aa63ad3,PodChaos,chaos-mesh.org/v1alpha1,default,hip-pod-kill,valid_map,,"[""action"", ""mode"", ""selector""]","[""pod_pod-kill"", ""selector""]","[""namespace_or_selector_blast_radius""]",[],0
raw_yaml\PodChaos\551e8b9f632068ecf6e84e4f.yaml,a3de3c15298d9a1f28b1535cdf08db710a96ea01e803ed3dd7c0d276e4d7adf2,PodChaos,chaos-mesh.org/v1alpha1,cortexops,remediation-pod-kill,valid_map,,"[""action"", ""duration"", ""mode"", ""scheduler"", ""selector""]","[""pod_pod-kill"", ""selector""]","[""temporal_or_composite""]",[],0
raw_yaml\PodChaos\555cf2b68d48f6fd99250a01.yaml,1fa9dd7cac05f9c3165fb48ff954e1a2fdf176cfadc87bfbff729fc7b812659e,PodChaos,chaos-mesh.org/v1alpha1,chaos-experiments,container-kill-istio,valid_map,,"[""action"", ""containerNames"", ""mode"", ""selector""]","[""pod_container-kill"", ""selector""]","[""namespace_or_selector_blast_radius""]",[],0
raw_yaml\PodChaos\55d7e94a9b7ce29de159676d.yaml,c303f46abfdcb179002d6890513346401aa8e7884b269f0632adcc4e6b25eb54,PodChaos,chaos-mesh.org/v1alpha1,chaos-testing,pod-kill-example,valid_map,,"[""action"", ""mode"", ""scheduler"", ""selector""]","[""pod_pod-kill"", ""selector""]","[""temporal_or_composite""]",[],0
raw_yaml\PodChaos\57425f6efa5e5a863e340e63.yaml,9f9d2f32f159677343d1a29851002f365c96a884d8286a603f66931d65d718ff,PodChaos,chaos-mesh.org/v1alpha1,spatialpipe,sp-api-pod-failure,valid_map,,"[""action"", ""duration"", ""mode"", ""scheduler"", ""selector""]","[""pod_pod-failure"", ""selector""]","[""temporal_or_composite""]",[],0
raw_yaml\PodChaos\5771d81fb239a3903e1c113d.yaml,31f124315456b652cd9e17a3a5ef16951f6e43f8a699c6900a9e98655efa41cf,PodChaos,chaos-mesh.org/v1alpha1,vibe-coding,like-counter-f01-pod-kill,valid_map,,"[""action"", ""mode"", ""selector""]","[""pod_pod-kill"", ""selector""]",[],[],0
raw_yaml\PodChaos\58c3169ef0efc3cc24c9367b.yaml,5d73768c1a226810995f84f5fb6de88c34fa4c5388d545bf26efde1ff7756bd8,PodChaos,chaos-mesh.org/v1alpha1,vibe-coding,quota-enforcer-f01-pod-kill,valid_map,,"[""action"", ""mode"", ""selector""]","[""pod_pod-kill"", ""selector""]",[],[],0
raw_yaml\PodChaos\58d99168e79de970b9012e74.yaml,6139048851d7ae9f1a3c09a74c59f469cb7292414a8684099252338b665c6acf,PodChaos,chaos-mesh.org/v1alpha1,chaos-testing,pod-chaos,valid_map,,"[""action"", ""duration"", ""mode"", ""selector""]","[""pod_pod-kill"", ""selector""]","[""train_ticket_target""]",[],0
raw_yaml\PodChaos\5a91c30af1fa44e8bb8e5d6f.yaml,e0e7f970092ca53b5513bfcb580c088b2d5655f175d7e7d44961699724521920,PodChaos,chaos-mesh.org/v1alpha1,chaos-testing,random-pod-failure,valid_map,,"[""action"", ""duration"", ""mode"", ""scheduler"", ""selector"", ""value""]","[""pod_pod-kill"", ""selector""]","[""temporal_or_composite""]",[],0
raw_yaml\PodChaos\5a994e97a9033e96ed3ecc7c.yaml,eb5fb3e7f129258c862c994db079acd3b9af7ec8ffde5772b331c7102c10a673,PodChaos,chaos-mesh.org/v1alpha1,vibe-coding,split-pay-skill-f01-pod-kill,valid_map,,"[""action"", ""mode"", ""selector""]","[""pod_pod-kill"", ""selector""]",[],[],0
raw_yaml\PodChaos\5b74b597e830d78477325f57.yaml,130baa1906476db8847152718397868db68e352e0db606e9214ff229ca01a2d0,PodChaos,chaos-mesh.org/v1alpha1,vibe-coding,author-profile-f01-pod-kill,valid_map,,"[""action"", ""mode"", ""selector""]","[""pod_pod-kill"", ""selector""]",[],[],0
raw_yaml\PodChaos\5c3d6ef36aecef3b0d098ba5.yaml,a058061ec2b64539c9fd92bfccd7d821be6cfe34b2b2c78859084de5257bc2d8,PodChaos,chaos-mesh.org/v1alpha1,chaos-mesh,authelia-pod-failure-test,valid_map,,"[""action"", ""duration"", ""mode"", ""scheduler"", ""selector""]","[""pod_pod-failure"", ""selector""]","[""temporal_or_composite""]",[],0
raw_yaml\PodChaos\5c69a79d8be7750657c5b48c.yaml,1168726c3a0d8a991b68e36b2658f2515d584d6ad452523e358f826e794cd956,PodChaos,chaos-mesh.org/v1alpha1,default,container-kill-mesh,valid_map,,"[""action"", ""containerNames"", ""mode"", ""selector""]","[""pod_container-kill"", ""selector""]","[""namespace_or_selector_blast_radius""]",[],0
raw_yaml\PodChaos\5d665922d9e67c3d91ed27d1.yaml,c2e971b8c2ee4f95f3417ad61f7b43cb6d9ef8b0c730784ea71cc614e654328a,PodChaos,chaos-mesh.org/v1alpha1,sock-shop,user-failure,valid_map,,"[""action"", ""duration"", ""mode"", ""selector""]","[""pod_pod-failure"", ""selector""]","[""namespace_or_selector_blast_radius""]",[],0
raw_yaml\PodChaos\5f897edf95d6f842fe649751.yaml,35557f0915bba46eda61e3333a6929193b5d8e15dfbd511fa75a2dec0ac50921,PodChaos,chaos-mesh.org/v1alpha1,nutrition,,valid_map,,"[""action"", ""duration"", ""mode"", ""selector"", ""value""]","[""pod_pod-kill"", ""selector""]",[],[],0
raw_yaml\PodChaos\5fabbc199baffb9762d39a32.yaml,f00801a2432c0526eb6fca0491e0f431b651581c3f9f380c8d6074991a29eb78,PodChaos,chaos-mesh.org/v1alpha1,kafka,kafka-broker-failure,valid_map,,"[""action"", ""duration"", ""mode"", ""scheduler"", ""selector""]","[""pod_pod-kill"", ""selector""]","[""temporal_or_composite""]",[],0
raw_yaml\PodChaos\604ac95550611b3d0853fd01.yaml,8abb52eeb3b841aa7c55179f8174656a6fd24b46a0f06b772d6dbb2fc4e48600,PodChaos,chaos-mesh.org/v1alpha1,chaos-testing,pod-kill-example,valid_map,,"[""action"", ""mode"", ""scheduler"", ""selector""]","[""pod_pod-kill"", ""selector""]","[""temporal_or_composite""]","[""selector_label_value_not_string""]",0
raw_yaml\PodChaos\607c47d84d446c776a4b25a2.yaml,4e799ba20d3f29ec4522bff48cb703b638436ef7e1eb938c737de23e3297aca1,PodChaos,chaos-mesh.org/v1alpha1,vibe-coding,feature-store-f01-pod-kill,valid_map,,"[""action"", ""mode"", ""selector""]","[""pod_pod-kill"", ""selector""]",[],[],0
raw_yaml\PodChaos\60a479e0d370f915809690c1.yaml,2645aaaa2c9c4b71b8a8b5ccbdce8f469f5a3673e50d499491bcc45016173edf,PodChaos,chaos-mesh.org/v1alpha1,chaos-testing,redis-master-failure,valid_map,,"[""action"", ""duration"", ""mode"", ""scheduler"", ""selector""]","[""pod_pod-failure"", ""selector""]","[""temporal_or_composite""]",[],0
raw_yaml\PodChaos\60f5827847a61032d0f63215.yaml,90daf482eab85095a780751d46846e884bbc8bea54633842403f0b133c64a1c4,PodChaos,chaos-mesh.org/v1alpha1,conductor-prod,redis-chaos-pod-kill,valid_map,,"[""action"", ""duration"", ""mode"", ""scheduler"", ""selector"", ""value""]","[""pod_pod-kill"", ""selector""]","[""temporal_or_composite""]",[],0
raw_yaml\PodChaos\612f1e3f2844fcd40ff1ee8e.yaml,5f3662b7dc27fa828d92fea0a54b7f15f6942d4f968b919726dee9428da6e688,PodChaos,chaos-mesh.org/v1alpha1,baalvion,pg-primary-kill,valid_map,,"[""action"", ""mode"", ""selector""]","[""pod_pod-kill"", ""selector""]",[],[],0
raw_yaml\PodChaos\6168d7bb11b62a2d85be74ed.yaml,d029721acfb3c9305f3dbff7aadfb0183d7897cc707aad1f090387c74f41f259,PodChaos,chaos-mesh.org/v1alpha1,chaos-testing,pod-kill,valid_map,,"[""action"", ""duration"", ""gracePeriod"", ""mode"", ""selector""]","[""pod_pod-kill"", ""selector""]",[],[],0
raw_yaml\PodChaos\6227c92974ca18b712649566.yaml,93e0c4c7d0c36932bcfe57eda9188e5d3f2c253edc9176d2b8fc26e90e552eb8,PodChaos,chaos-mesh.org/v1alpha1,chaos-mesh,pod-failure-test,valid_map,,"[""action"", ""duration"", ""mode"", ""scheduler"", ""selector""]","[""pod_pod-failure"", ""selector""]","[""temporal_or_composite""]",[],0
raw_yaml\PodChaos\649bc9e908341760e859a52a.yaml,f2bd7112e7493b683937bcf7b764cb4e271a1c00d97e149515125cf03fcbcdd2,PodChaos,chaos-mesh.org/v1alpha1,chaos-testing,pod-kill-random,valid_map,,"[""action"", ""duration"", ""gracePeriod"", ""mode"", ""scheduler"", ""selector""]","[""pod_pod-kill"", ""selector""]","[""temporal_or_composite""]",[],0
raw_yaml\PodChaos\6518263eec492e5c30eb2894.yaml,40cb6a56753eafb63770add0616849eabb1c87ebfc7f512787a188fe7318f740,PodChaos,chaos-mesh.org/v1alpha1,strimzi-kafka,kafka-kill-all-pods,valid_map,,"[""action"", ""duration"", ""mode"", ""selector""]","[""pod_pod-kill"", ""selector""]","[""namespace_or_selector_blast_radius""]",[],0
raw_yaml\PodChaos\659b7a133c72f6a623e0e8b3.yaml,4a2a5a08d2e4e54e3491e3f9ebfc505c2c4be5c225150efbaa1c33d02f0ee177,PodChaos,chaos-mesh.org/v1alpha1,databases,postgresql-primary-failure,valid_map,,"[""action"", ""duration"", ""mode"", ""scheduler"", ""selector""]","[""pod_pod-kill"", ""selector""]","[""temporal_or_composite""]",[],0
raw_yaml\PodChaos\65d9aa1a48f9f47e8a36a32c.yaml,4db6318961ee792e4262f581a3001eefe55b6ec52f711880840e01cca4576326,PodChaos,chaos-mesh.org/v1alpha1,agents-staging,aiflow-pod-kill,valid_map,,"[""action"", ""duration"", ""mode"", ""selector"", ""value""]","[""pod_pod-kill"", ""selector""]",[],[],0
raw_yaml\PodChaos\6608eb8d60e2255579354b4c.yaml,749a5743b1be635c6cab7e7467eeb2f6cda87826823d7a466572f95997adf7c1,PodChaos,chaos-mesh.org/v1alpha1,default,kill-nginx-pod,valid_map,,"[""action"", ""duration"", ""mode"", ""selector""]","[""pod_pod-kill"", ""selector""]",[],[],0
raw_yaml\PodChaos\6663aa8947ef28b8a44c938e.yaml,d36d6b45f9bbf6327a1b486e3e4c463c0a696dbf0dce19ab4aba708617cea3f8,PodChaos,chaos-mesh.org/v1alpha1,orders,orders-pod-failure,valid_map,,"[""action"", ""duration"", ""mode"", ""selector"", ""value""]","[""pod_pod-failure"", ""selector""]",[],[],0
raw_yaml\PodChaos\667e127bcf6ed1dfb4e20f7b.yaml,071d901e565576f8fc72f686bf6bd43ae151acc0fe1c85bb8eb52d1987500c4a,PodChaos,chaos-mesh.org/v1alpha1,chaos-mesh,stress-cpu-example,valid_map,,"[""action"", ""duration"", ""mode"", ""scheduler"", ""selector"", ""stressors""]","[""pod_stress-cpu"", ""selector""]","[""temporal_or_composite""]",[],0
raw_yaml\PodChaos\6740406ba76c0cb75cf72da6.yaml,052ffca10ec9c827c1abfd9d6bc616cc4c0f8a987cd393fe354725cd72d37318,PodChaos,chaos-mesh.org/v1alpha1,chaos-testing,pod-kill-cartservice-008,valid_map,,"[""action"", ""mode"", ""selector""]","[""pod_pod-kill"", ""selector""]",[],[],0
raw_yaml\PodChaos\6a06aa60782ec283aef93107.yaml,9b6c8ce0abb895cfb3503541aff862a237fd7ccdcebdc91c15be5c86c3fa80e5,PodChaos,chaos-mesh.org/v1alpha1,chaos-testing,pod-failure-test,valid_map,,"[""action"", ""duration"", ""mode"", ""scheduler"", ""selector""]","[""pod_pod-failure"", ""selector""]","[""temporal_or_composite""]",[],0
raw_yaml\PodChaos\6ac9f0086b2d8b2e83681916.yaml,b63f9f8fdda2a1e14cb3851e507582fcd708f23ba671e1859efdbe7963718b6e,PodChaos,chaos-mesh.org/v1alpha1,chaos-engineering,redis-container-kill,valid_map,,"[""action"", ""containerNames"", ""mode"", ""scheduler"", ""selector""]","[""pod_container-kill"", ""selector""]","[""temporal_or_composite""]",[],0
raw_yaml\PodChaos\6ae646556c026088f052689d.yaml,37f829a37e2fe2ac1e716c6061e157326af7600e24f243c780d03005e7b2369e,PodChaos,chaos-mesh.org/v1alpha1,ipf,crawler-pod-kill,valid_map,,"[""action"", ""duration"", ""mode"", ""selector""]","[""pod_pod-kill"", ""selector""]",[],[],0
raw_yaml\PodChaos\6af326afe663a81b67e56222.yaml,d47b5851d6a0795411f9751886a039a338eed9b95bda91bbfa5754de65245d3e,PodChaos,chaos-mesh.org/v1alpha1,payment,payment-pod-kill,valid_map,,"[""action"", ""duration"", ""mode"", ""selector"", ""value""]","[""pod_pod-kill"", ""selector""]",[],[],0
raw_yaml\PodChaos\6b9d6adfa4b71e07b35205f6.yaml,2fe5a05019696c2beb678969f2abffbc46675d5938e578af18381ddb6fa45f59,PodChaos,chaos-mesh.org/v1alpha1,his-hope,kill-coredns-recovery-test,valid_map,,"[""action"", ""duration"", ""mode"", ""scheduler"", ""selector""]","[""pod_pod-kill"", ""selector""]","[""temporal_or_composite""]",[],0
raw_yaml\PodChaos\6d8117171c51d634dee70cb8.yaml,a2a559963b29601135f41c78a0d4662e6e6238991f8c731b91bda60af2a51cae,PodChaos,chaos-mesh.org/v1alpha1,chaos-mesh,prod-pod-kill,valid_map,,"[""action"", ""mode"", ""selector""]","[""pod_pod-kill"", ""selector""]",[],[],0
raw_yaml\PodChaos\6df8775dd13046a931579d38.yaml,df2f70e7267838d869bdac34e4b9de92fa5e217e7fed8384f288d57d03b8d38b,PodChaos,chaos-mesh.org/v1alpha1,sock-shop,el-e5-pod-kill-orders,valid_map,,"[""action"", ""mode"", ""selector""]","[""pod_pod-kill"", ""selector""]",[],[],0
raw_yaml\PodChaos\6e03c8ed907206ad38884154.yaml,21a7c0b51fafe542a8dbcb9ef5f99cf8f495c5d99f429db505c44aa0ad2b301f,PodChaos,chaos-mesh.org/v1alpha1,storage,snapshot-controller-chaos,valid_map,,"[""action"", ""duration"", ""mode"", ""scheduler"", ""selector""]","[""pod_pod-failure"", ""selector""]","[""temporal_or_composite""]",[],0
raw_yaml\PodChaos\6fb591526adfd86d99eb303e.yaml,6ab384b81726c0e6e7c0aa7e7dff94ba9c50276b86b059af129f70424b30738f,PodChaos,chaos-mesh.org/v1alpha1,chaos-testing,test-indexnode-pod-failure,valid_map,,"[""action"", ""duration"", ""gracePeriod"", ""mode"", ""selector"", ""value""]","[""pod_pod-failure"", ""selector""]","[""cloud_instance""]",[],0
raw_yaml\PodChaos\709f74e96dc1ab2976c0b312.yaml,8187a7f9850b64cf3668efc430dad83c389b473a9ae1cf93f002f72c5f6a0936,PodChaos,chaos-mesh.org/v1alpha1,vibe-coding,poll-service-skill-f01-pod-kill,valid_map,,"[""action"", ""mode"", ""selector""]","[""pod_pod-kill"", ""selector""]",[],[],0
raw_yaml\PodChaos\710f5b4dac7da6e94b5955a1.yaml,301a71ed49529de3a1ed67d1d1a37e2e5021f2346758385ace23a7f3e710c344,PodChaos,chaos-mesh.org/v1alpha1,scm-prod,pod-kill-scm-auth,valid_map,,"[""action"", ""mode"", ""scheduler"", ""selector""]","[""pod_pod-kill"", ""selector""]","[""temporal_or_composite""]",[],0
raw_yaml\PodChaos\71400e679012ece2880c6b98.yaml,8a44a7e39649df321ac509247952cbba29fa9f189541210acd6e84fd6d85428a,PodChaos,chaos-mesh.org/v1alpha1,sock-shop,pf-carts-r08-pod-failure,valid_map,,"[""action"", ""duration"", ""mode"", ""selector""]","[""pod_pod-failure"", ""selector""]",[],[],0
raw_yaml\PodChaos\715b7614196d34c91e268edf.yaml,ea6c5fcbb028dd494bfc8b39122709086cac3ce4582fdc802500782218ce2457,PodChaos,chaos-mesh.org/v1alpha1,quickpizza,recommendation-pod-kill,valid_map,,"[""action"", ""gracePeriod"", ""mode"", ""selector""]","[""pod_pod-kill"", ""selector""]","[""cloud_instance""]",[],0
raw_yaml\PodChaos\719b13f4b28bb50ef5f7e90e.yaml,73606dbf3b3103bc7f752bf8b8a6b2e4ed032ea5bec564e299b2db59488fadfe,PodChaos,chaos-mesh.org/v1alpha1,go-api,pod-failure-go-api,valid_map,,"[""action"", ""duration"", ""mode"", ""selector""]","[""pod_pod-failure"", ""selector""]",[],[],0
raw_yaml\PodChaos\71efbbefe3e30ab6126b3c53.yaml,e6da0f3fbda42e25213ce7495c271ab488c52f99e77cba4c6270da3354a18ecd,PodChaos,chaos-mesh.org/v1alpha1,chaos-testing,rabbitmq-consumer-failure,valid_map,,"[""action"", ""duration"", ""mode"", ""scheduler"", ""selector"", ""value""]","[""pod_pod-failure"", ""selector""]","[""temporal_or_composite""]",[],0
raw_yaml\PodChaos\72767b8866a5420f029d54ae.yaml,935525854fdeb22525c86ccebc5941ea74b1cd5883d1ad235f85d24c912a96b0,PodChaos,chaos-mesh.org/v1alpha1,,redis-cart-kill,valid_map,,"[""action"", ""duration"", ""gracePeriod"", ""mode"", ""selector""]","[""pod_pod-kill"", ""selector""]",[],[],0
raw_yaml\PodChaos\72cc21cd5f21cf5a9b106b29.yaml,abdc2ebf2a1d2187aa5f01f53b2e9ee47bcc5b050f89382c344507c821359cc9,PodChaos,chaos-mesh.org/v1alpha1,,container-kill-example,valid_map,,"[""action"", ""containerNames"", ""mode"", ""selector""]","[""pod_container-kill"", ""selector""]",[],[],0
raw_yaml\PodChaos\732ee95cb389352b36d3bf50.yaml,730f81dcda59fb932fe9afd8b226173a2f23a7d929f8667d49c8abb90ecceaf2,PodChaos,chaos-mesh.org/v1alpha1,chaos-testing,provider-daemon-kill,valid_map,,"[""action"", ""mode"", ""scheduler"", ""selector""]","[""pod_pod-kill"", ""selector""]","[""temporal_or_composite""]",[],0
raw_yaml\PodChaos\7338f2afb8afd0da1ed8bd64.yaml,f6520a765ef5e2b7da5764a27386e73e2602b0466912b7fe080d0c1482105f97,PodChaos,chaos-mesh.org/v1alpha1,vibe-coding,media-cdn-proxy-f01-pod-kill,valid_map,,"[""action"", ""mode"", ""selector""]","[""pod_pod-kill"", ""selector""]",[],[],0
raw_yaml\PodChaos\74a37862f9c9055f67ce6e61.yaml,0d797c3292aab13e5b8dc46c690c19fb30e40fbb1f840268e227727a1dcf919b,PodChaos,chaos-mesh.org/v1alpha1,default,pod-kill-api,valid_map,,"[""action"", ""duration"", ""mode"", ""scheduler"", ""selector""]","[""pod_pod-kill"", ""selector""]","[""temporal_or_composite""]",[],0
raw_yaml\PodChaos\76bfe6a8cf9364a680b9a0cb.yaml,d9e591cf0f453790ef36abc8027dc9aa3335731e8df6650ed27caeb72b9c2219,PodChaos,chaos-mesh.org/v1alpha1,vibe-coding,circuit-breaker-f01-pod-kill,valid_map,,"[""action"", ""mode"", ""selector""]","[""pod_pod-kill"", ""selector""]",[],[],0
raw_yaml\PodChaos\76f58255a56f48202e815288.yaml,d3ac2df6e073b0b52a124040bb79ae48c1b90f5fa77335ace3fb6aba2efeb0e0,PodChaos,chaos-mesh.org/v1alpha1,vibe-coding,user-profile-skill-f01-pod-kill,valid_map,,"[""action"", ""mode"", ""selector""]","[""pod_pod-kill"", ""selector""]",[],[],0
raw_yaml\PodChaos\7716b093e01fa23af55cda59.yaml,9723e702ad4c9fc6a554ba5f2d544cc019b5427e07e40c2d9bbc9bcdb6027e62,PodChaos,chaos-mesh.org/v1alpha1,,pod-failure-example,valid_map,,"[""action"", ""duration"", ""mode"", ""selector"", ""value""]","[""pod_pod-failure"", ""selector""]",[],[],0
raw_yaml\PodChaos\78bda85a4e8d41752210b885.yaml,baa00686d3bc4b3dd09c058cf0769cd97c0cd8855a63dbd170d4ebaa0c6c5065,PodChaos,chaos-mesh.org/v1alpha1,chaos-mesh,wp-vuln-podkill,valid_map,,"[""action"", ""mode"", ""selector""]","[""pod_pod-kill"", ""selector""]",[],[],0
raw_yaml\PodChaos\7910e2c6173a267d7681b946.yaml,7e06fbad8462cae3966a57f59f00be4d7684f8a3fc1c2c2663559bc56754a111,PodChaos,chaos-mesh.org/v1alpha1,vibe-coding,promo-engine-f01-pod-kill,valid_map,,"[""action"", ""mode"", ""selector""]","[""pod_pod-kill"", ""selector""]",[],[],0
raw_yaml\PodChaos\7956ab0c243f276a2fd852cd.yaml,5458be2a2221703a2bbbdeab2490cec211953011a6037671568275af1e24c47c,PodChaos,chaos-mesh.org/v1alpha1,securerag-hub,securerag-pod-kill,valid_map,,"[""action"", ""duration"", ""mode"", ""scheduler"", ""selector""]","[""pod_pod-kill"", ""selector""]","[""temporal_or_composite""]",[],0
raw_yaml\PodChaos\7add179eb587df47da746b23.yaml,47682868fb48fb59eb3216be7cfc6b05e49e95cb9139ae6c1e73c13a2b528141,PodChaos,chaos-mesh.org/v1alpha1,vibe-coding,review-service-skill-f01-pod-kill,valid_map,,"[""action"", ""mode"", ""selector""]","[""pod_pod-kill"", ""selector""]",[],[],0
raw_yaml\PodChaos\7c7f4f686abc443e698f7b5c.yaml,1fb97514f3e41714d7f074c33e5f46e0bdfb08dab9b19c7f7e808cfc5ba91f69,PodChaos,chaos-mesh.org/v1alpha1,sock-shop,payment-failure,valid_map,,"[""action"", ""duration"", ""mode"", ""selector""]","[""pod_pod-failure"", ""selector""]",[],[],0
raw_yaml\PodChaos\7cbca025933f6f1e7096757d.yaml,d5eab7d33a0bc7ef8abb562a5ac9b0b040e7f6cdce7456b14d22832b7dc5edbd,PodChaos,chaos-mesh.org/v1alpha1,camunda,pod-failure-1-gateway,valid_map,,"[""action"", ""duration"", ""mode"", ""selector""]","[""pod_pod-failure"", ""selector""]",[],[],0
raw_yaml\PodChaos\7ef60c4b0ad8200f13da3e1c.yaml,48ac576b544977f28cc2357fa08f9512c4e3a3f9127856fae63f358ea71a969f,PodChaos,chaos-mesh.org/v1alpha1,vibe-coding,interest-calc-skill-f01-pod-kill,valid_map,,"[""action"", ""mode"", ""selector""]","[""pod_pod-kill"", ""selector""]",[],[],0
